user_id,transaction_id,item_id,item_name,quantity_purchased,unit,price_total,purchase_date,store_name,payment_method,discount_applied,category,brand,location,receipt_source,weekday,purchase_channel,consumption_start_date,expected_depletion_date
user_001,T_user_001_0001,I_milk,milk,0.86,pcs,6.99,2024-12-28,Trader Joe's,mobile_pay,True,snacks,Great Value,"Boston, MA",manual_entry,Saturday,in_store,2024-12-29,2025-01-16
user_001,T_user_001_0002,I_rice,rice,1.11,kg,5.32,2024-10-07,Costco,debit_card,True,seafood,365,"Brookline, MA",photo_scan,Monday,in_store,2024-10-08,2024-10-16
user_001,T_user_001_0003,I_tofu,tofu,1.24,pcs,24.01,2025-09-18,Costco,mobile_pay,True,beverages,365,"Brookline, MA",photo_scan,Thursday,online,2025-09-19,2025-10-16
user_001,T_user_001_0004,I_milk,milk,2.27,pcs,44.66,2024-09-26,Target,cash,True,condiments_spices,Great Value,"Somerville, MA",in_app,Thursday,in_store,2024-09-27,2024-10-11
user_001,T_user_001_0005,I_cookies,cookies,1.12,kg,13.09,2024-05-11,Walmart,mobile_pay,False,dairy_eggs,Great Value,"Cambridge, MA",photo_scan,Saturday,online,2024-05-12,2024-06-07
user_001,T_user_001_0006,I_cookies,cookies,2.11,pcs,25.26,2024-08-17,Target,credit_card,False,produce,Whole Foods,"Brookline, MA",in_app,Saturday,in_store,2024-08-18,2024-08-22
user_001,T_user_001_0007,I_juice,juice,1.62,pcs,22.2,2024-12-21,Trader Joe's,credit_card,False,dairy_eggs,Organic Farm,"Somerville, MA",photo_scan,Saturday,online,2024-12-22,2025-01-18
user_001,T_user_001_0008,I_banana,banana,2.28,pcs,24.7,2024-05-16,Trader Joe's,mobile_pay,False,frozen_foods,Organic Farm,"Somerville, MA",manual_entry,Thursday,in_store,2024-05-17,2024-06-08
user_001,T_user_001_0009,I_salt,salt,2.87,pack,13.19,2025-07-06,Target,credit_card,True,condiments_spices,Great Value,"Boston, MA",in_app,Sunday,in_store,2025-07-07,2025-07-27
user_001,T_user_001_0010,I_garlic,garlic,2.33,pack,35.38,2024-09-11,Trader Joe's,debit_card,True,produce,Organic Farm,"Boston, MA",manual_entry,Wednesday,in_store,2024-09-12,2024-09-19
user_001,T_user_001_0011,I_pepper,pepper,1.94,pcs,37.02,2025-01-31,Costco,mobile_pay,True,condiments_spices,365,"Boston, MA",manual_entry,Friday,online,2025-02-01,2025-02-10
user_001,T_user_001_0012,I_lettuce,lettuce,1.58,g,10.33,2024-04-02,Target,mobile_pay,True,seafood,Trader Joe's,"Boston, MA",manual_entry,Tuesday,online,2024-04-03,2024-05-01
user_001,T_user_001_0013,I_tomato,tomato,1.81,kg,4.28,2025-09-12,Walmart,credit_card,False,dairy_eggs,365,"Boston, MA",photo_scan,Friday,in_store,2025-09-13,2025-09-17
user_001,T_user_001_0014,I_water,water,1.46,pack,3.65,2025-08-04,Target,credit_card,True,seafood,Organic Farm,"Brookline, MA",in_app,Monday,in_store,2025-08-05,2025-08-20
user_001,T_user_001_0015,I_tomato,tomato,2.68,L,49.38,2025-09-06,Walmart,debit_card,False,meat_poultry,Great Value,"Cambridge, MA",manual_entry,Saturday,in_store,2025-09-07,2025-09-30
user_001,T_user_001_0016,I_rice,rice,2.84,L,51.09,2024-05-03,Target,credit_card,False,meat_poultry,Great Value,"Cambridge, MA",in_app,Friday,online,2024-05-04,2024-05-14
user_001,T_user_001_0017,I_chocolate,chocolate,0.89,pcs,11.6,2024-12-11,Walmart,mobile_pay,False,dairy_eggs,Organic Farm,"Boston, MA",manual_entry,Wednesday,in_store,2024-12-12,2024-12-27
user_001,T_user_001_0018,I_apple,apple,1.1,pcs,18.39,2024-07-11,Whole Foods,cash,True,produce,Organic Farm,"Boston, MA",photo_scan,Thursday,in_store,2024-07-12,2024-08-06
user_001,T_user_001_0019,I_tea,tea,1.3,pack,14.94,2025-08-11,Walmart,mobile_pay,True,snacks,Trader Joe's,"Cambridge, MA",manual_entry,Monday,in_store,2025-08-12,2025-08-25
user_001,T_user_001_0020,I_buttermilk,buttermilk,1.57,pcs,15.44,2024-03-25,Whole Foods,mobile_pay,True,condiments_spices,Great Value,"Brookline, MA",photo_scan,Monday,online,2024-03-26,2024-04-08
user_001,T_user_001_0021,I_oats,oats,2.98,pack,47.3,2024-02-26,Whole Foods,debit_card,True,snacks,Great Value,"Cambridge, MA",photo_scan,Monday,online,2024-02-27,2024-03-25
user_001,T_user_001_0022,I_jam,jam,1.84,pcs,5.24,2024-11-06,Trader Joe's,cash,True,beverages,Organic Farm,"Cambridge, MA",photo_scan,Wednesday,online,2024-11-07,2024-12-02
user_001,T_user_001_0023,I_cookies,cookies,0.61,g,3.58,2025-04-13,Trader Joe's,cash,True,seafood,Whole Foods,"Cambridge, MA",photo_scan,Sunday,in_store,2025-04-14,2025-04-19
user_001,T_user_001_0024,I_butter,butter,1.02,kg,14.7,2024-10-24,Trader Joe's,cash,True,beverages,365,"Somerville, MA",manual_entry,Thursday,in_store,2024-10-25,2024-11-02
user_001,T_user_001_0025,I_apple,apple,2.0,pcs,26.38,2024-09-21,Walmart,cash,True,snacks,Whole Foods,"Boston, MA",manual_entry,Saturday,online,2024-09-22,2024-10-08
user_001,T_user_001_0026,I_ice_cream,ice_cream,2.61,L,14.12,2025-05-14,Walmart,credit_card,False,grains_cereals,Organic Farm,"Brookline, MA",in_app,Wednesday,in_store,2025-05-15,2025-05-21
user_001,T_user_001_0027,I_buttermilk,buttermilk,0.79,kg,3.84,2025-05-15,Trader Joe's,cash,True,snacks,Organic Farm,"Brookline, MA",manual_entry,Thursday,online,2025-05-16,2025-05-29
user_001,T_user_001_0028,I_ginger,ginger,1.15,g,18.05,2025-02-08,Whole Foods,mobile_pay,True,meat_poultry,Great Value,"Boston, MA",manual_entry,Saturday,online,2025-02-09,2025-02-16
user_001,T_user_001_0029,I_beef,beef,1.07,kg,18.19,2024-07-07,Whole Foods,debit_card,False,condiments_spices,Whole Foods,"Cambridge, MA",manual_entry,Sunday,in_store,2024-07-08,2024-08-02
user_001,T_user_001_0030,I_salt,salt,2.42,L,13.07,2024-08-03,Whole Foods,credit_card,True,condiments_spices,Trader Joe's,"Cambridge, MA",manual_entry,Saturday,online,2024-08-04,2024-08-14
user_001,T_user_001_0031,I_tea,tea,0.64,pack,5.66,2024-10-25,Whole Foods,debit_card,True,seafood,Trader Joe's,"Brookline, MA",in_app,Friday,online,2024-10-26,2024-11-01
user_001,T_user_001_0032,I_pasta,pasta,2.0,g,14.36,2024-06-13,Walmart,cash,True,dairy_eggs,Organic Farm,"Boston, MA",manual_entry,Thursday,in_store,2024-06-14,2024-07-07
user_001,T_user_001_0033,I_frozen_pizza,frozen_pizza,0.92,kg,17.29,2025-01-14,Trader Joe's,credit_card,True,grains_cereals,Whole Foods,"Boston, MA",photo_scan,Tuesday,in_store,2025-01-15,2025-01-31
user_001,T_user_001_0034,I_sugar,sugar,1.92,pack,33.46,2024-02-06,Walmart,credit_card,True,produce,Great Value,"Brookline, MA",manual_entry,Tuesday,online,2024-02-07,2024-02-25
user_001,T_user_001_0035,I_honey,honey,1.09,L,11.8,2024-09-13,Costco,mobile_pay,True,produce,Great Value,"Somerville, MA",in_app,Friday,in_store,2024-09-14,2024-09-27
user_001,T_user_001_0036,I_buttermilk,buttermilk,2.33,L,45.05,2025-02-01,Trader Joe's,cash,True,beverages,Trader Joe's,"Cambridge, MA",in_app,Saturday,online,2025-02-02,2025-02-19
user_001,T_user_001_0037,I_lettuce,lettuce,2.7,g,46.79,2025-02-15,Target,debit_card,False,beverages,Whole Foods,"Brookline, MA",photo_scan,Saturday,online,2025-02-16,2025-03-06
user_001,T_user_001_0038,I_butter,butter,1.66,g,13.41,2025-02-12,Walmart,debit_card,True,seafood,Organic Farm,"Cambridge, MA",photo_scan,Wednesday,in_store,2025-02-13,2025-03-12
user_001,T_user_001_0039,I_bread,bread,2.46,pack,21.01,2025-04-19,Costco,cash,False,seafood,Whole Foods,"Cambridge, MA",manual_entry,Saturday,in_store,2025-04-20,2025-05-11
user_001,T_user_001_0040,I_tea,tea,1.63,pcs,29.8,2025-09-30,Whole Foods,debit_card,True,condiments_spices,Great Value,"Cambridge, MA",photo_scan,Tuesday,online,2025-10-01,2025-10-21
user_001,T_user_001_0041,I_cereal,cereal,0.95,pcs,9.47,2024-07-30,Walmart,debit_card,False,meat_poultry,Organic Farm,"Brookline, MA",photo_scan,Tuesday,in_store,2024-07-31,2024-08-08
user_001,T_user_001_0042,I_garlic,garlic,1.29,pcs,8.29,2024-05-13,Target,credit_card,True,dairy_eggs,Kirkland,"Boston, MA",in_app,Monday,in_store,2024-05-14,2024-05-28
user_001,T_user_001_0043,I_potato,potato,1.28,g,23.34,2024-07-26,Trader Joe's,cash,True,condiments_spices,Great Value,"Somerville, MA",photo_scan,Friday,online,2024-07-27,2024-08-15
user_001,T_user_001_0044,I_fish,fish,2.26,pack,16.31,2024-04-13,Trader Joe's,debit_card,True,beverages,Kirkland,"Brookline, MA",in_app,Saturday,online,2024-04-14,2024-05-10
user_001,T_user_001_0045,I_ice_cream,ice_cream,2.22,g,40.55,2024-04-26,Costco,credit_card,True,meat_poultry,Whole Foods,"Brookline, MA",manual_entry,Friday,online,2024-04-27,2024-05-06
user_001,T_user_001_0046,I_sugar,sugar,0.55,pcs,7.91,2025-01-06,Walmart,debit_card,False,grains_cereals,Whole Foods,"Somerville, MA",manual_entry,Monday,in_store,2025-01-07,2025-01-22
user_001,T_user_001_0047,I_onion,onion,0.94,g,12.44,2025-02-07,Whole Foods,debit_card,False,snacks,Organic Farm,"Boston, MA",manual_entry,Friday,online,2025-02-08,2025-02-12
user_001,T_user_001_0048,I_eggs,eggs,2.73,L,25.99,2024-06-22,Target,debit_card,False,frozen_foods,Kirkland,"Brookline, MA",manual_entry,Saturday,in_store,2024-06-23,2024-06-28
user_001,T_user_001_0049,I_tea,tea,1.1,pcs,8.27,2025-04-04,Target,credit_card,False,produce,Organic Farm,"Boston, MA",manual_entry,Friday,in_store,2025-04-05,2025-04-13
user_001,T_user_001_0050,I_eggs,eggs,0.53,pcs,6.53,2024-11-05,Trader Joe's,mobile_pay,False,beverages,Kirkland,"Somerville, MA",photo_scan,Tuesday,online,2024-11-06,2024-11-20
user_001,T_user_001_0051,I_strawberry,strawberry,2.51,pcs,43.59,2025-03-10,Target,debit_card,False,snacks,Great Value,"Cambridge, MA",manual_entry,Monday,online,2025-03-11,2025-03-23
user_001,T_user_001_0052,I_potato,potato,2.78,L,51.54,2024-03-27,Walmart,credit_card,True,meat_poultry,Kirkland,"Cambridge, MA",in_app,Wednesday,in_store,2024-03-28,2024-04-12
user_001,T_user_001_0053,I_onion,onion,0.89,kg,14.62,2024-03-30,Whole Foods,credit_card,False,dairy_eggs,365,"Brookline, MA",photo_scan,Saturday,online,2024-03-31,2024-04-29
user_001,T_user_001_0054,I_bread,bread,0.76,g,3.19,2024-05-22,Whole Foods,debit_card,True,dairy_eggs,Kirkland,"Brookline, MA",photo_scan,Wednesday,in_store,2024-05-23,2024-06-02
user_001,T_user_001_0055,I_jam,jam,2.29,g,20.53,2025-06-26,Costco,debit_card,False,meat_poultry,Whole Foods,"Somerville, MA",photo_scan,Thursday,in_store,2025-06-27,2025-07-15
user_001,T_user_001_0056,I_cream,cream,1.77,L,6.07,2024-07-21,Trader Joe's,debit_card,True,dairy_eggs,365,"Cambridge, MA",manual_entry,Sunday,in_store,2024-07-22,2024-07-31
user_001,T_user_001_0057,I_pepper,pepper,2.09,pcs,26.46,2025-09-07,Walmart,cash,True,beverages,Trader Joe's,"Somerville, MA",photo_scan,Sunday,in_store,2025-09-08,2025-09-28
user_001,T_user_001_0058,I_tofu,tofu,2.14,L,41.57,2024-09-14,Trader Joe's,credit_card,True,dairy_eggs,Whole Foods,"Somerville, MA",photo_scan,Saturday,in_store,2024-09-15,2024-10-08
user_001,T_user_001_0059,I_yogurt,yogurt,2.54,kg,8.74,2025-04-01,Whole Foods,cash,False,dairy_eggs,Great Value,"Somerville, MA",photo_scan,Tuesday,online,2025-04-02,2025-04-20
user_001,T_user_001_0060,I_bacon,bacon,2.36,L,25.13,2025-05-26,Costco,cash,True,seafood,Great Value,"Cambridge, MA",in_app,Monday,online,2025-05-27,2025-06-13
user_001,T_user_001_0061,I_chips,chips,2.7,pcs,21.16,2025-02-16,Costco,mobile_pay,True,meat_poultry,Organic Farm,"Brookline, MA",manual_entry,Sunday,in_store,2025-02-17,2025-02-25
